Live And Let Die,Guns N' Roses,151.67699999999999,8.6925235355648542,0.80413194390358866,-8.2070000000000007,1991
Everything In Its Right Place,Radiohead,122.831,-9.5451715766503007,0,-11.637,2000
Just Like You,Hannah Montana,141.036,8.5017676900584789,0,-3.4500000000000002,2006
Dancing Nancies,DAVE MATTHEWS BAND,113.512,5.022624277122369,0,-7.1779999999999999,1994
Hot Water Burn Baby (Album Version),Adam Sandler,105.226,9.372332959976104,0.38293509007501925,-17.922999999999998,1999
What More Do You Want,Plain White T S,140.07900000000001,7.1586421257062147,0,-3.7639999999999998,2005
October,U2,94.837999999999994,3.3740212643678165,0,-14.050000000000001,1981
Because Of You,Kelly Clarkson,130.99000000000001,10.663871270452358,0,-4.0140000000000002,2004
Adding To The Noise,Switchfoot,139.727,3.514109869646183,0.79829006676208569,-6.9349999999999996,2003
Trading Places,Usher,146.00899999999999,10.149347540983607,0.40511572169138649,-5.2380000000000004,2008
Destiny's Child Medley,Beyoncé;Soulja Boy Tellem;Destiny's Child,94.177999999999997,8.3489858003442343,0.5302340538829049,-4.3209999999999997,2009
Crimewave (Crystal Castles vs Health),Crystal Castles,120.018,-4.6205282331511848,0.83024968288473722,-7.3490000000000002,2008
Different Kind Of Fine (Album),Zac Brown Band,191.69200000000001,3.9025871588089336,0.61135829214109116,-4.6890000000000001,2007
Unwritten,Natasha Bedingfield,100.53,10.625193410462776,0,-5.9850000000000003,2004
Bubbly,Colbie Caillat,120.752,-3.4207870959194491,0,-14.535,2007
Alejate (Album Version),Josh Groban,68.968000000000004,-5.2575175675675672,0.57671310137018461,-10.054,2001
Control [Live],Mutemath,134.99600000000001,1.4094961706783369,0.59810425652139365,-5.1440000000000001,2007
Growing Pains,Omarion,133.34999999999999,10.754461580594679,0.60840068299848638,-6.71,2005
Rainin' Babies,The Flaming Lips,166.34100000000001,5.1194772609819124,0.67170616713455134,-4.9160000000000004,1990
Summer In The City (Album Version),Regina Spektor,68.135999999999996,-4.0295240811153361,0.32773668317784083,-13.717000000000001,2006
WBallz (Interlude),Snoop Dogg,100.107,-7.8032638888888881,0.47911608926094157,-16.219999999999999,2004
I Don't Care,Apocalyptica featuring Adam Gontier of Three Days Grace,89.457999999999998,1.0480439775910364,0,-5.1260000000000003,2007
School Spirit Skit 2,Kanye West,201.792,7.3231136363636358,0,-13.928000000000001,2003
Walks Like A Lady,Journey,138.82300000000001,6.5783632220643948,0.55616046371386996,-10.553000000000001,1980
Umbrella,Rihanna Feat. Jay-Z,86.971999999999994,11.25496284935242,0,-4.5609999999999999,2007
Bang Out,Snoop Dogg,94.853999999999999,7.5792195575996502,0.61625121853018427,-4.1459999999999999,2004
My World (Explicit Version),Metallica,197.78399999999999,6.3903347980265197,0.74692309282934266,-4.6920000000000002,2003
Mammas Don't Let Your Babies Grow Up To Be Cowboys,Willie Nelson,178.851,-1.3893886323658753,0,-11.135999999999999,1979
Alive,Bon Jovi,93.873000000000005,8.0369946727549468,0,-4.7939999999999996,2003
Dance (pt 1),The Rolling Stones,107.377,13.954486846250786,0,-4.54,1980
I.R.S.,Guns N' Roses,120.054,8.5019025875190248,0.70506775267728539,-6.8799999999999999,2008
Costume Makes the Clown,Shakira,161.95099999999999,5.8878537333333343,0.61926770198328129,-5.9420000000000002,2005
Desolate Earth: The End Is Here,Underoath,150.01400000000001,-9.5973220799379124,0.63876243752751083,-9.2970000000000006,2008
Takin' Back My Love,Enrique Iglesias / Ciara,127.959,10.006357189542484,0,-6.7229999999999999,2009
I Can't Sleep Baby (If I),R. Kelly,113.752,-2.8315383629191322,0,-8.2560000000000002,1995
Pon de Replay,Rihanna,99.049999999999997,6.8387053949903667,0,-8.9359999999999999,2005
The Wanting Comes In Waves (Reprise),The Decemberists,130.59899999999999,3.7072041343669255,0.67513672771570432,-6.0990000000000002,2009
Melting,Flyleaf,86.968000000000004,-14.360855263157895,0.76766906410817193,-22.138000000000002,2009
Where's The Party (Remix Album Version),Madonna,116.43300000000001,12.73263816185319,0,-11.023999999999999,1987
Rotten Apples,The Smashing Pumpkins,88.793999999999997,-9.2211705974842761,0.58443715594111167,-16.358000000000001,1995
Kiss Me Softly,Journey,82.296999999999997,-2.8410963063063064,0.59085678157191457,-8.1370000000000005,2001
Right Here,Miley Cyrus,141.13200000000001,4.1861326628352487,0.4591579014923593,-5.0880000000000001,2007
